epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,427.571,0.49747,0.64065,0.80946,0.81315,0.89065,0.91208,0.81854,0.4758,0.77105,0.82429,0.000334778,0.000334778,0.000334778
176,429.984,0.45753,0.6818,0.81863,0.83867,0.88163,0.92037,0.82517,0.4788,0.75329,0.82433,0.000333322,0.000333322,0.000333322
177,432.353,0.50745,0.68992,0.86605,0.83867,0.88163,0.92037,0.82517,0.4788,0.75329,0.82433,0.000331867,0.000331867,0.000331867
178,434.754,0.4501,0.65769,0.81178,0.8279,0.89023,0.92037,0.81904,0.49189,0.7183,0.82792,0.000330412,0.000330412,0.000330412
179,437.194,0.52641,0.75415,0.8356,0.8279,0.89023,0.92037,0.81904,0.49189,0.7183,0.82792,0.000328957,0.000328957,0.000328957
180,439.564,0.52315,0.69673,0.8602,0.83062,0.89574,0.995,0.9014,0.47885,0.69368,0.82588,0.000327501,0.000327501,0.000327501
181,441.916,0.48233,0.6607,0.83457,0.83062,0.89574,0.995,0.9014,0.47885,0.69368,0.82588,0.000326046,0.000326046,0.000326046
182,444.434,0.45485,0.63091,0.82512,0.86751,0.89421,0.995,0.90993,0.46318,0.66602,0.82391,0.000324591,0.000324591,0.000324591
183,446.788,0.53927,0.6869,0.88692,0.86751,0.89421,0.995,0.90993,0.46318,0.66602,0.82391,0.000323135,0.000323135,0.000323135
184,449.29,0.5431,0.68538,0.83973,0.78937,1,0.995,0.89501,0.46642,0.64287,0.82384,0.00032168,0.00032168,0.00032168
185,451.745,0.46694,0.63935,0.83838,0.78937,1,0.995,0.89501,0.46642,0.64287,0.82384,0.000320225,0.000320225,0.000320225
186,454.129,0.4865,0.64004,0.8411,0.73688,1,0.995,0.89011,0.47456,0.63206,0.8252,0.000318769,0.000318769,0.000318769
187,456.522,0.4426,0.59556,0.82604,0.73688,1,0.995,0.89011,0.47456,0.63206,0.8252,0.000317314,0.000317314,0.000317314
188,459.006,0.38641,0.57222,0.81574,0.93415,0.8551,0.995,0.8973,0.48092,0.63423,0.8254,0.000315859,0.000315859,0.000315859
189,461.398,0.47139,0.61248,0.82983,0.93415,0.8551,0.995,0.8973,0.48092,0.63423,0.8254,0.000314404,0.000314404,0.000314404
190,463.744,0.47583,0.62174,0.817,0.74813,1,0.995,0.90006,0.48122,0.63848,0.82457,0.000312948,0.000312948,0.000312948
191,466.177,0.49631,0.64394,0.84181,0.74813,1,0.995,0.90006,0.48122,0.63848,0.82457,0.000311493,0.000311493,0.000311493
192,468.59,0.48318,0.6064,0.85163,0.82067,0.99243,0.995,0.89526,0.47676,0.64392,0.82356,0.000310038,0.000310038,0.000310038
193,471.05,0.50661,0.65856,0.83541,0.82067,0.99243,0.995,0.89526,0.47676,0.64392,0.82356,0.000308582,0.000308582,0.000308582
194,473.552,0.50265,0.63677,0.81316,0.79772,0.99384,0.995,0.88962,0.46648,0.6311,0.82153,0.000307127,0.000307127,0.000307127
195,476.056,0.44438,0.60447,0.83628,0.79772,0.99384,0.995,0.88962,0.46648,0.6311,0.82153,0.000305672,0.000305672,0.000305672
196,478.479,0.45069,0.60712,0.82149,0.67359,1,0.995,0.90729,0.46546,0.64468,0.82231,0.000304216,0.000304216,0.000304216
197,480.907,0.47847,0.59104,0.82217,0.67359,1,0.995,0.90729,0.46546,0.64468,0.82231,0.000302761,0.000302761,0.000302761
198,483.423,0.49577,0.65235,0.8189,0.68085,1,0.995,0.88202,0.49005,0.65687,0.82616,0.000301306,0.000301306,0.000301306
199,485.805,0.46458,0.58074,0.82977,0.68085,1,0.995,0.88202,0.49005,0.65687,0.82616,0.000299851,0.000299851,0.000299851
200,488.237,0.44474,0.58482,0.83373,0.70061,1,0.995,0.87378,0.51386,0.63969,0.82979,0.000298395,0.000298395,0.000298395
201,490.658,0.49931,0.64861,0.82821,0.70061,1,0.995,0.87378,0.51386,0.63969,0.82979,0.00029694,0.00029694,0.00029694
202,493.097,0.50049,0.62976,0.82377,0.72006,1,0.995,0.88413,0.50841,0.613,0.82809,0.000295485,0.000295485,0.000295485
203,495.603,0.4728,0.63497,0.8348,0.72006,1,0.995,0.88413,0.50841,0.613,0.82809,0.000294029,0.000294029,0.000294029
204,497.912,0.46169,0.59518,0.82899,0.75329,1,0.995,0.88489,0.49982,0.58733,0.82554,0.000292574,0.000292574,0.000292574
205,500.259,0.49227,0.68906,0.83534,0.75329,1,0.995,0.88489,0.49982,0.58733,0.82554,0.000291119,0.000291119,0.000291119
206,502.797,0.5181,0.63186,0.8529,0.83635,0.99592,0.995,0.87273,0.49448,0.56963,0.82468,0.000289664,0.000289664,0.000289664
207,505.162,0.47285,0.59708,0.84317,0.83635,0.99592,0.995,0.87273,0.49448,0.56963,0.82468,0.000288208,0.000288208,0.000288208
208,507.641,0.46669,0.57827,0.83229,0.88539,0.99051,0.995,0.87275,0.48013,0.56283,0.82183,0.000286753,0.000286753,0.000286753
209,510.109,0.47361,0.64257,0.82966,0.88539,0.99051,0.995,0.87275,0.48013,0.56283,0.82183,0.000285298,0.000285298,0.000285298
210,512.482,0.46527,0.58291,0.85285,0.90307,0.98777,0.995,0.88768,0.47166,0.56769,0.82089,0.000283842,0.000283842,0.000283842
211,514.821,0.51728,0.62803,0.84224,0.90307,0.98777,0.995,0.88768,0.47166,0.56769,0.82089,0.000282387,0.000282387,0.000282387
212,517.38,0.46349,0.62597,0.82876,0.91426,0.97752,0.995,0.89016,0.47492,0.57445,0.82113,0.000280932,0.000280932,0.000280932
213,519.775,0.44273,0.59534,0.8386,0.91426,0.97752,0.995,0.89016,0.47492,0.57445,0.82113,0.000279476,0.000279476,0.000279476
214,522.212,0.42514,0.56185,0.82337,0.93366,0.97226,0.995,0.9,0.47903,0.58205,0.82215,0.000278021,0.000278021,0.000278021
215,524.644,0.45301,0.54773,0.82813,0.93366,0.97226,0.995,0.9,0.47903,0.58205,0.82215,0.000276566,0.000276566,0.000276566
216,527.139,0.49279,0.60294,0.84917,0.78828,0.99837,0.995,0.9,0.47654,0.60316,0.82127,0.000275111,0.000275111,0.000275111
217,529.581,0.46942,0.59657,0.85673,0.78828,0.99837,0.995,0.9,0.47654,0.60316,0.82127,0.000273655,0.000273655,0.000273655
218,531.972,0.44865,0.58894,0.84055,0.93375,0.87922,0.995,0.88288,0.48163,0.63284,0.82121,0.0002722,0.0002722,0.0002722
219,534.491,0.449,0.54058,0.84047,0.93375,0.87922,0.995,0.88288,0.48163,0.63284,0.82121,0.000270745,0.000270745,0.000270745
220,536.953,0.43997,0.59005,0.83585,0.89922,0.88004,0.90371,0.80285,0.48601,0.65753,0.82233,0.000269289,0.000269289,0.000269289
221,539.289,0.43475,0.55538,0.84262,0.89922,0.88004,0.90371,0.80285,0.48601,0.65753,0.82233,0.000267834,0.000267834,0.000267834
222,541.706,0.47023,0.61047,0.83333,0.89536,0.88034,0.89542,0.80062,0.49398,0.66836,0.82286,0.000266379,0.000266379,0.000266379
223,544.088,0.43561,0.57625,0.83659,0.89536,0.88034,0.89542,0.80062,0.49398,0.66836,0.82286,0.000264923,0.000264923,0.000264923
224,546.604,0.4888,0.64186,0.83916,0.88654,0.8818,0.89542,0.80886,0.50205,0.67182,0.82378,0.000263468,0.000263468,0.000263468
225,549.043,0.43779,0.58515,0.85037,0.88654,0.8818,0.89542,0.80886,0.50205,0.67182,0.82378,0.000262013,0.000262013,0.000262013
226,551.555,0.47145,0.55177,0.81144,0.88182,0.88359,0.89305,0.80116,0.51642,0.67502,0.82516,0.000260557,0.000260557,0.000260557
227,553.993,0.45573,0.57914,0.82954,0.88182,0.88359,0.89305,0.80116,0.51642,0.67502,0.82516,0.000259102,0.000259102,0.000259102
228,556.507,0.44325,0.57399,0.82488,0.87732,0.88852,0.89542,0.79311,0.5152,0.66158,0.82522,0.000257647,0.000257647,0.000257647
229,558.869,0.47724,0.61997,0.83421,0.87732,0.88852,0.89542,0.79311,0.5152,0.66158,0.82522,0.000256192,0.000256192,0.000256192
230,561.229,0.44997,0.57871,0.82632,0.8753,0.88304,0.89305,0.80117,0.49151,0.65074,0.82263,0.000254736,0.000254736,0.000254736
231,563.612,0.48636,0.60259,0.85835,0.8753,0.88304,0.89305,0.80117,0.49151,0.65074,0.82263,0.000253281,0.000253281,0.000253281
232,566.15,0.42659,0.56484,0.82508,0.87179,0.8712,0.89305,0.81406,0.47083,0.63854,0.82108,0.000251826,0.000251826,0.000251826
233,568.519,0.40307,0.5258,0.81931,0.87179,0.8712,0.89305,0.81406,0.47083,0.63854,0.82108,0.00025037,0.00025037,0.00025037
234,570.95,0.51427,0.59075,0.84589,0.86163,0.86105,0.89873,0.82395,0.4661,0.60832,0.82241,0.000248915,0.000248915,0.000248915
235,573.335,0.43913,0.56041,0.82805,0.86163,0.86105,0.89873,0.82395,0.4661,0.60832,0.82241,0.00024746,0.00024746,0.00024746
236,575.908,0.43862,0.61262,0.81409,0.87664,0.85,0.97833,0.89501,0.46589,0.58433,0.82242,0.000246004,0.000246004,0.000246004
237,578.446,0.41059,0.54788,0.81608,0.87664,0.85,0.97833,0.89501,0.46589,0.58433,0.82242,0.000244549,0.000244549,0.000244549
238,580.967,0.37726,0.52988,0.80077,0.89205,0.85,0.97833,0.8816,0.46981,0.5692,0.82174,0.000243094,0.000243094,0.000243094
239,583.423,0.41445,0.55513,0.81269,0.89205,0.85,0.97833,0.8816,0.46981,0.5692,0.82174,0.000241639,0.000241639,0.000241639
240,585.868,0.48212,0.60287,0.8444,0.89792,0.85,0.97,0.87019,0.47125,0.56736,0.82072,0.000240183,0.000240183,0.000240183
241,588.33,0.44552,0.5412,0.86303,0.89792,0.85,0.97,0.87019,0.47125,0.56736,0.82072,0.000238728,0.000238728,0.000238728
242,590.867,0.42802,0.56355,0.81287,0.89583,0.85,0.965,0.85932,0.47515,0.56473,0.82165,0.000237273,0.000237273,0.000237273
243,593.276,0.4751,0.58689,0.83335,0.89583,0.85,0.965,0.85932,0.47515,0.56473,0.82165,0.000235817,0.000235817,0.000235817
244,595.756,0.44974,0.55505,0.81047,0.88478,0.85,0.965,0.8592,0.47416,0.55582,0.82227,0.000234362,0.000234362,0.000234362
245,598.133,0.43346,0.54101,0.83889,0.88478,0.85,0.965,0.8592,0.47416,0.55582,0.82227,0.000232907,0.000232907,0.000232907
246,600.594,0.4594,0.60734,0.82099,0.88316,0.85,0.965,0.86158,0.47298,0.55459,0.82295,0.000231451,0.000231451,0.000231451
247,602.996,0.41221,0.54117,0.84296,0.88316,0.85,0.965,0.86158,0.47298,0.55459,0.82295,0.000229996,0.000229996,0.000229996
248,605.473,0.47741,0.58783,0.8252,0.89398,0.85,0.97,0.86526,0.48686,0.54569,0.82603,0.000228541,0.000228541,0.000228541
249,607.89,0.38807,0.50449,0.83539,0.89398,0.85,0.97,0.86526,0.48686,0.54569,0.82603,0.000227086,0.000227086,0.000227086
250,610.312,0.4202,0.53206,0.8228,0.90834,0.85,0.97,0.86528,0.50204,0.53831,0.82833,0.00022563,0.00022563,0.00022563
251,612.729,0.45607,0.55699,0.82897,0.90834,0.85,0.97,0.86528,0.50204,0.53831,0.82833,0.000224175,0.000224175,0.000224175
252,615.129,0.44112,0.56522,0.84331,0.93107,0.85,0.97833,0.85949,0.50617,0.53764,0.82854,0.00022272,0.00022272,0.00022272
253,617.488,0.43854,0.55421,0.8042,0.93107,0.85,0.97833,0.85949,0.50617,0.53764,0.82854,0.000221264,0.000221264,0.000221264
254,619.934,0.40753,0.52884,0.82402,0.9438,0.8462,0.97833,0.85674,0.4896,0.53368,0.82604,0.000219809,0.000219809,0.000219809
255,622.285,0.45175,0.56305,0.8091,0.9438,0.8462,0.97833,0.85674,0.4896,0.53368,0.82604,0.000218354,0.000218354,0.000218354
256,624.67,0.46868,0.55923,0.82553,0.95276,0.83919,0.97833,0.86279,0.4789,0.5297,0.82438,0.000216899,0.000216899,0.000216899
257,626.953,0.49759,0.6091,0.82922,0.95276,0.83919,0.97833,0.86279,0.4789,0.5297,0.82438,0.000215443,0.000215443,0.000215443
258,629.425,0.44406,0.55079,0.82115,0.95884,0.83717,0.97833,0.86192,0.47632,0.53182,0.82544,0.000213988,0.000213988,0.000213988
259,631.803,0.46174,0.55116,0.81129,0.95884,0.83717,0.97833,0.86192,0.47632,0.53182,0.82544,0.000212533,0.000212533,0.000212533
260,634.274,0.41857,0.54017,0.83232,0.95969,0.83682,0.97833,0.87187,0.47638,0.52863,0.82648,0.000211077,0.000211077,0.000211077
261,636.667,0.42425,0.53273,0.83814,0.95969,0.83682,0.97833,0.87187,0.47638,0.52863,0.82648,0.000209622,0.000209622,0.000209622
262,639.023,0.39399,0.55203,0.83006,0.95975,0.83672,0.97833,0.86661,0.48452,0.52784,0.82917,0.000208167,0.000208167,0.000208167
263,641.378,0.44027,0.55697,0.83824,0.95975,0.83672,0.97833,0.86661,0.48452,0.52784,0.82917,0.000206711,0.000206711,0.000206711
264,643.801,0.40999,0.51926,0.84072,0.96584,0.85072,0.995,0.87661,0.48846,0.52962,0.8317,0.000205256,0.000205256,0.000205256
265,646.173,0.41973,0.53998,0.84116,0.96584,0.85072,0.995,0.87661,0.48846,0.52962,0.8317,0.000203801,0.000203801,0.000203801
266,648.654,0.44902,0.54144,0.83147,0.96824,0.8494,0.995,0.88207,0.48187,0.52587,0.83051,0.000202345,0.000202345,0.000202345
