epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,387.806,0.57071,0.75518,0.84309,0.96009,1,0.995,0.91206,0.46397,0.66349,0.82609,0.000459837,0.000459837,0.000459837
183,389.986,0.54368,0.68945,0.83053,0.96009,1,0.995,0.91206,0.46397,0.66349,0.82609,0.000457775,0.000457775,0.000457775
184,392.13,0.59455,0.80337,0.83032,0.94935,1,0.995,0.92451,0.43728,0.65094,0.83421,0.000455713,0.000455713,0.000455713
185,394.276,0.52416,0.7351,0.86813,0.94935,1,0.995,0.92451,0.43728,0.65094,0.83421,0.000453652,0.000453652,0.000453652
186,396.469,0.54604,0.75023,0.87348,0.93336,1,0.995,0.91216,0.45351,0.58048,0.84246,0.00045159,0.00045159,0.00045159
187,398.561,0.61366,0.77078,0.88885,0.93336,1,0.995,0.91216,0.45351,0.58048,0.84246,0.000449528,0.000449528,0.000449528
188,400.64,0.61619,0.78223,0.89076,0.92532,1,0.995,0.91216,0.45865,0.59652,0.83331,0.000447467,0.000447467,0.000447467
189,402.651,0.59158,0.76528,0.86456,0.92532,1,0.995,0.91216,0.45865,0.59652,0.83331,0.000445405,0.000445405,0.000445405
190,404.887,0.62187,0.87751,0.905,0.92798,1,0.995,0.93282,0.4518,0.62221,0.82515,0.000443343,0.000443343,0.000443343
191,407.013,0.60848,0.72802,0.8706,0.92798,1,0.995,0.93282,0.4518,0.62221,0.82515,0.000441282,0.000441282,0.000441282
192,409.181,0.59114,0.90906,0.85133,0.93146,1,0.995,0.92035,0.44517,0.60613,0.81654,0.00043922,0.00043922,0.00043922
193,411.283,0.59703,0.71374,0.85628,0.93146,1,0.995,0.92035,0.44517,0.60613,0.81654,0.000437158,0.000437158,0.000437158
194,413.448,0.56278,0.67208,0.85459,0.93672,1,0.995,0.92038,0.46051,0.61114,0.81518,0.000435097,0.000435097,0.000435097
195,415.543,0.47813,0.98159,0.83631,0.93672,1,0.995,0.92038,0.46051,0.61114,0.81518,0.000433035,0.000433035,0.000433035
196,417.628,0.60326,0.69331,0.85302,0.94753,1,0.995,0.91208,0.44827,0.58086,0.81622,0.000430973,0.000430973,0.000430973
197,419.674,0.56364,1.01971,0.82516,0.94753,1,0.995,0.91208,0.44827,0.58086,0.81622,0.000428912,0.000428912,0.000428912
198,421.758,0.69914,0.84304,0.84741,0.95231,1,0.995,0.92034,0.42612,0.56805,0.81278,0.00042685,0.00042685,0.00042685
199,423.768,0.57395,0.8405,0.83648,0.95231,1,0.995,0.92034,0.42612,0.56805,0.81278,0.000424788,0.000424788,0.000424788
200,425.754,0.60608,0.68151,0.84047,0.94822,1,0.995,0.92037,0.42497,0.55037,0.81273,0.000422727,0.000422727,0.000422727
201,427.758,0.47758,0.65023,0.8203,0.94822,1,0.995,0.92037,0.42497,0.55037,0.81273,0.000420665,0.000420665,0.000420665
202,429.776,0.60008,0.65098,0.85144,0.95417,1,0.995,0.94524,0.40577,0.53402,0.81111,0.000418603,0.000418603,0.000418603
203,431.921,0.51951,0.74358,0.83338,0.95417,1,0.995,0.94524,0.40577,0.53402,0.81111,0.000416542,0.000416542,0.000416542
204,434.018,0.55144,0.69726,0.85118,0.96228,1,0.995,0.93697,0.37662,0.51042,0.81356,0.00041448,0.00041448,0.00041448
205,436.099,0.56098,0.64037,0.83586,0.96228,1,0.995,0.93697,0.37662,0.51042,0.81356,0.000412418,0.000412418,0.000412418
206,438.267,0.6046,0.72419,0.85336,0.97115,1,0.995,0.95354,0.38348,0.50365,0.8118,0.000410357,0.000410357,0.000410357
207,440.402,0.4984,0.59766,0.8641,0.97115,1,0.995,0.95354,0.38348,0.50365,0.8118,0.000408295,0.000408295,0.000408295
208,442.504,0.50391,0.60798,0.90011,0.97218,1,0.995,0.92041,0.39691,0.51462,0.80924,0.000406233,0.000406233,0.000406233
209,444.596,0.59842,0.70665,0.84069,0.97218,1,0.995,0.92041,0.39691,0.51462,0.80924,0.000404172,0.000404172,0.000404172
210,446.652,0.47276,0.64221,0.83571,0.96727,1,0.995,0.92043,0.3975,0.54349,0.80915,0.00040211,0.00040211,0.00040211
211,448.785,0.54546,0.67097,0.85343,0.96727,1,0.995,0.92043,0.3975,0.54349,0.80915,0.000400048,0.000400048,0.000400048
212,450.994,0.44103,0.62548,0.82,0.96422,0.9976,0.995,0.90392,0.39965,0.53503,0.80869,0.000397987,0.000397987,0.000397987
213,453.084,0.59511,0.6349,0.80891,0.96422,0.9976,0.995,0.90392,0.39965,0.53503,0.80869,0.000395925,0.000395925,0.000395925
214,455.225,0.55211,0.67047,0.85413,0.96408,0.99754,0.995,0.90392,0.41114,0.5228,0.80885,0.000393863,0.000393863,0.000393863
215,457.387,0.56403,0.69448,0.85577,0.96408,0.99754,0.995,0.90392,0.41114,0.5228,0.80885,0.000391802,0.000391802,0.000391802
216,459.577,0.56682,0.61028,0.86115,0.96584,1,0.995,0.92052,0.42378,0.52674,0.80767,0.00038974,0.00038974,0.00038974
217,461.673,0.54869,0.59767,0.84607,0.96584,1,0.995,0.92052,0.42378,0.52674,0.80767,0.000387678,0.000387678,0.000387678
218,463.815,0.55484,0.71018,0.85279,0.96882,1,0.995,0.92052,0.44475,0.55914,0.80781,0.000385617,0.000385617,0.000385617
219,465.849,0.49306,0.62843,0.81923,0.96882,1,0.995,0.92052,0.44475,0.55914,0.80781,0.000383555,0.000383555,0.000383555
220,467.955,0.49841,0.66622,0.78043,0.9712,1,0.995,0.91904,0.45946,0.57496,0.80857,0.000381493,0.000381493,0.000381493
221,470.087,0.5699,0.72635,0.84849,0.9712,1,0.995,0.91904,0.45946,0.57496,0.80857,0.000379431,0.000379431,0.000379431
222,472.216,0.59489,0.78485,0.84996,0.97016,1,0.995,0.90249,0.4652,0.60267,0.80729,0.00037737,0.00037737,0.00037737
223,474.345,0.64011,0.701,0.8297,0.97016,1,0.995,0.90249,0.4652,0.60267,0.80729,0.000375308,0.000375308,0.000375308
224,476.546,0.51142,0.68543,0.85645,0.96717,1,0.995,0.89148,0.47059,0.60937,0.80761,0.000373246,0.000373246,0.000373246
225,478.72,0.55216,0.71101,0.84482,0.96717,1,0.995,0.89148,0.47059,0.60937,0.80761,0.000371185,0.000371185,0.000371185
226,480.937,0.61449,0.84581,0.83659,0.96482,1,0.995,0.90805,0.4532,0.59997,0.81084,0.000369123,0.000369123,0.000369123
227,483.037,0.5864,0.70551,0.82666,0.96482,1,0.995,0.90805,0.4532,0.59997,0.81084,0.000367061,0.000367061,0.000367061
228,485.238,0.50091,0.65295,0.91088,0.96428,1,0.995,0.91357,0.43629,0.60161,0.81345,0.000365,0.000365,0.000365
229,487.386,0.54252,0.71731,0.84435,0.96428,1,0.995,0.91357,0.43629,0.60161,0.81345,0.000362938,0.000362938,0.000362938
230,489.58,0.53631,0.6519,0.82994,0.96402,1,0.995,0.92049,0.42513,0.55193,0.81196,0.000360876,0.000360876,0.000360876
231,491.741,0.45578,0.61581,0.90412,0.96402,1,0.995,0.92049,0.42513,0.55193,0.81196,0.000358815,0.000358815,0.000358815
232,493.877,0.53862,0.77127,0.8427,0.96698,1,0.995,0.9205,0.42017,0.54287,0.80919,0.000356753,0.000356753,0.000356753
233,495.974,0.54268,0.68726,0.88789,0.96698,1,0.995,0.9205,0.42017,0.54287,0.80919,0.000354691,0.000354691,0.000354691
234,498.019,0.52911,0.65647,0.83776,0.96696,1,0.995,0.92876,0.40559,0.56778,0.80746,0.00035263,0.00035263,0.00035263
235,500.122,0.55654,0.75813,0.85983,0.96696,1,0.995,0.92876,0.40559,0.56778,0.80746,0.000350568,0.000350568,0.000350568
236,502.276,0.58434,0.64429,0.85558,0.96587,1,0.995,0.93702,0.39013,0.56607,0.80631,0.000348506,0.000348506,0.000348506
237,504.379,0.53781,0.69629,0.82861,0.96587,1,0.995,0.93702,0.39013,0.56607,0.80631,0.000346445,0.000346445,0.000346445
238,506.66,0.48338,0.65999,0.86382,0.96259,1,0.995,0.9371,0.37192,0.56711,0.80489,0.000344383,0.000344383,0.000344383
239,508.729,0.50519,0.64135,0.84762,0.96259,1,0.995,0.9371,0.37192,0.56711,0.80489,0.000342321,0.000342321,0.000342321
240,510.881,0.57308,0.70029,0.84309,0.96264,1,0.995,0.94127,0.38315,0.54593,0.81004,0.00034026,0.00034026,0.00034026
241,512.999,0.62173,0.69927,0.81965,0.96264,1,0.995,0.94127,0.38315,0.54593,0.81004,0.000338198,0.000338198,0.000338198
242,515.085,0.48028,0.58138,0.84641,0.96431,1,0.995,0.93711,0.38635,0.55053,0.8118,0.000336136,0.000336136,0.000336136
243,517.258,0.44199,0.84661,0.81569,0.96431,1,0.995,0.93711,0.38635,0.55053,0.8118,0.000334075,0.000334075,0.000334075
244,519.345,0.57177,0.65037,0.87308,0.96644,1,0.995,0.95776,0.36712,0.56191,0.80815,0.000332013,0.000332013,0.000332013
245,521.512,0.53981,0.75434,0.86199,0.96644,1,0.995,0.95776,0.36712,0.56191,0.80815,0.000329951,0.000329951,0.000329951
246,523.63,0.57462,0.6901,0.86469,0.96611,1,0.995,0.94945,0.36968,0.54634,0.80822,0.00032789,0.00032789,0.00032789
247,525.814,0.55544,0.7028,0.85052,0.96611,1,0.995,0.94945,0.36968,0.54634,0.80822,0.000325828,0.000325828,0.000325828
248,527.968,0.48206,0.61455,0.82346,0.96654,1,0.995,0.92871,0.38698,0.52546,0.81371,0.000323766,0.000323766,0.000323766
249,530.106,0.52521,0.67362,0.8698,0.96654,1,0.995,0.92871,0.38698,0.52546,0.81371,0.000321705,0.000321705,0.000321705
250,532.245,0.62174,0.67395,0.8602,0.96972,1,0.995,0.92871,0.41072,0.51366,0.81318,0.000319643,0.000319643,0.000319643
251,534.342,0.45831,0.64791,0.83638,0.96972,1,0.995,0.92871,0.41072,0.51366,0.81318,0.000317581,0.000317581,0.000317581
252,536.47,0.48499,0.54507,0.81738,0.97141,1,0.995,0.92871,0.40762,0.52884,0.8053,0.00031552,0.00031552,0.00031552
253,538.597,0.51832,0.61295,0.86281,0.97141,1,0.995,0.92871,0.40762,0.52884,0.8053,0.000313458,0.000313458,0.000313458
254,540.757,0.55914,0.70737,0.89639,0.9732,1,0.995,0.91216,0.39958,0.51603,0.80481,0.000311396,0.000311396,0.000311396
255,542.842,0.49848,0.63451,0.83567,0.9732,1,0.995,0.91216,0.39958,0.51603,0.80481,0.000309335,0.000309335,0.000309335
256,544.973,0.51041,0.55428,0.83224,0.97347,1,0.995,0.92875,0.39982,0.51346,0.80722,0.000307273,0.000307273,0.000307273
257,546.998,0.44148,0.56284,0.87898,0.97347,1,0.995,0.92875,0.39982,0.51346,0.80722,0.000305211,0.000305211,0.000305211
258,549.06,0.52342,0.65181,0.87001,0.97415,1,0.995,0.93292,0.39665,0.50555,0.80373,0.00030315,0.00030315,0.00030315
259,551.185,0.5194,0.83954,0.9067,0.97415,1,0.995,0.93292,0.39665,0.50555,0.80373,0.000301088,0.000301088,0.000301088
260,553.394,0.57143,0.61972,0.84342,0.97508,1,0.995,0.92467,0.40004,0.5021,0.79826,0.000299026,0.000299026,0.000299026
261,555.454,0.45716,0.62495,0.80898,0.97508,1,0.995,0.92467,0.40004,0.5021,0.79826,0.000296964,0.000296964,0.000296964
262,557.633,0.4601,0.58724,0.84375,0.97577,1,0.995,0.92469,0.40353,0.52768,0.79875,0.000294903,0.000294903,0.000294903
263,559.712,0.60878,0.66589,0.81791,0.97577,1,0.995,0.92469,0.40353,0.52768,0.79875,0.000292841,0.000292841,0.000292841
264,561.836,0.55371,0.57038,0.88207,0.97498,1,0.995,0.89987,0.40509,0.52497,0.79904,0.000290779,0.000290779,0.000290779
265,563.884,0.53458,0.57953,0.86189,0.97498,1,0.995,0.89987,0.40509,0.52497,0.79904,0.000288718,0.000288718,0.000288718
266,565.994,0.54969,0.66953,0.86983,0.97441,1,0.995,0.91235,0.40544,0.50918,0.79315,0.000286656,0.000286656,0.000286656
267,568.081,0.4928,0.68366,0.86254,0.97441,1,0.995,0.91235,0.40544,0.50918,0.79315,0.000284594,0.000284594,0.000284594
268,570.248,0.59568,0.72358,0.81546,0.97301,1,0.995,0.92062,0.388,0.52092,0.79077,0.000282533,0.000282533,0.000282533
269,572.38,0.50862,0.61796,0.81946,0.97301,1,0.995,0.92062,0.388,0.52092,0.79077,0.000280471,0.000280471,0.000280471
270,574.375,0.44321,0.64003,0.84721,0.97443,1,0.995,0.9371,0.37336,0.52566,0.79313,0.000278409,0.000278409,0.000278409
271,576.536,0.67252,0.91614,0.85785,0.97443,1,0.995,0.9371,0.37336,0.52566,0.79313,0.000276348,0.000276348,0.000276348
272,578.644,0.47871,0.59258,0.83711,0.97491,1,0.995,0.9205,0.36674,0.51768,0.79368,0.000274286,0.000274286,0.000274286
273,580.685,0.59453,0.65185,0.83469,0.97491,1,0.995,0.9205,0.36674,0.51768,0.79368,0.000272224,0.000272224,0.000272224
274,582.925,0.56486,0.73341,0.87466,0.97499,1,0.995,0.92885,0.40439,0.54775,0.79876,0.000270163,0.000270163,0.000270163
275,585.045,0.52959,0.58229,0.82926,0.97499,1,0.995,0.92885,0.40439,0.54775,0.79876,0.000268101,0.000268101,0.000268101
276,587.182,0.57732,0.58265,0.84464,0.97465,1,0.995,0.91226,0.42236,0.54487,0.80404,0.000266039,0.000266039,0.000266039
277,589.153,0.61762,0.72648,0.82179,0.97465,1,0.995,0.91226,0.42236,0.54487,0.80404,0.000263978,0.000263978,0.000263978
278,591.345,0.59017,0.72948,0.90449,0.97475,1,0.995,0.91637,0.412,0.5235,0.8043,0.000261916,0.000261916,0.000261916
279,593.38,0.51034,0.73377,0.83646,0.97475,1,0.995,0.91637,0.412,0.5235,0.8043,0.000259854,0.000259854,0.000259854
280,595.573,0.48079,0.64853,0.91401,0.97415,1,0.995,0.9247,0.39688,0.52857,0.80007,0.000257793,0.000257793,0.000257793
281,597.734,0.51425,0.59691,0.84648,0.97415,1,0.995,0.9247,0.39688,0.52857,0.80007,0.000255731,0.000255731,0.000255731
282,599.925,0.44837,0.56507,0.86428,0.97315,1,0.995,0.92055,0.4311,0.53691,0.79878,0.000253669,0.000253669,0.000253669
283,601.971,0.53157,0.67562,0.86498,0.97315,1,0.995,0.92055,0.4311,0.53691,0.79878,0.000251608,0.000251608,0.000251608
284,604.043,0.64707,0.82181,0.82863,0.97257,1,0.995,0.90397,0.47321,0.53417,0.8015,0.000249546,0.000249546,0.000249546
285,606.048,0.52907,0.5961,0.81669,0.97257,1,0.995,0.90397,0.47321,0.53417,0.8015,0.000247484,0.000247484,0.000247484
286,608.153,0.43587,0.63356,0.85087,0.97251,1,0.995,0.89566,0.4861,0.53541,0.80315,0.000245423,0.000245423,0.000245423
287,610.198,0.52341,0.62708,0.81071,0.97251,1,0.995,0.89566,0.4861,0.53541,0.80315,0.000243361,0.000243361,0.000243361
288,612.245,0.55906,0.58127,0.82371,0.97178,1,0.995,0.91227,0.46304,0.528,0.80468,0.000241299,0.000241299,0.000241299
289,614.35,0.45341,0.67264,0.83402,0.97178,1,0.995,0.91227,0.46304,0.528,0.80468,0.000239238,0.000239238,0.000239238
290,616.493,0.55123,0.63695,0.87802,0.97201,1,0.995,0.9371,0.40932,0.51852,0.80316,0.000237176,0.000237176,0.000237176
291,618.543,0.52617,0.63638,0.82998,0.97201,1,0.995,0.9371,0.40932,0.51852,0.80316,0.000235114,0.000235114,0.000235114
292,620.67,0.60789,0.61555,0.8417,0.97283,1,0.995,0.94537,0.35674,0.49906,0.80171,0.000233053,0.000233053,0.000233053
293,622.743,0.46718,0.60781,0.8299,0.97283,1,0.995,0.94537,0.35674,0.49906,0.80171,0.000230991,0.000230991,0.000230991
294,624.86,0.52542,0.57014,0.81746,0.97282,1,0.995,0.95784,0.33233,0.48691,0.7999,0.000228929,0.000228929,0.000228929
295,626.988,0.47911,0.55548,0.84176,0.97282,1,0.995,0.95784,0.33233,0.48691,0.7999,0.000226868,0.000226868,0.000226868
296,629.054,0.58145,0.67544,0.83992,0.97229,1,0.995,0.96197,0.34598,0.49146,0.7982,0.000224806,0.000224806,0.000224806
297,631.107,0.53618,0.63026,0.83581,0.97229,1,0.995,0.96197,0.34598,0.49146,0.7982,0.000222744,0.000222744,0.000222744
298,633.182,0.49748,0.58644,0.85727,0.97119,1,0.995,0.96193,0.34429,0.50948,0.79749,0.000220683,0.000220683,0.000220683
299,635.288,0.43582,0.58064,0.86501,0.97119,1,0.995,0.96193,0.34429,0.50948,0.79749,0.000218621,0.000218621,0.000218621
300,637.417,0.49134,0.56519,0.85177,0.96851,1,0.995,0.95365,0.3586,0.49171,0.79868,0.000216559,0.000216559,0.000216559
301,639.502,0.55484,0.64643,0.83828,0.96851,1,0.995,0.95365,0.3586,0.49171,0.79868,0.000214497,0.000214497,0.000214497
302,641.671,0.48113,0.62023,0.88644,0.96513,0.99903,0.995,0.95364,0.37524,0.48344,0.79853,0.000212436,0.000212436,0.000212436
303,643.855,0.54732,0.60088,0.84661,0.96513,0.99903,0.995,0.95364,0.37524,0.48344,0.79853,0.000210374,0.000210374,0.000210374
304,646.046,0.52461,0.60704,0.83143,0.96488,0.99782,0.995,0.95358,0.38343,0.48756,0.79702,0.000208312,0.000208312,0.000208312
305,647.981,0.47171,0.5873,0.80846,0.96488,0.99782,0.995,0.95358,0.38343,0.48756,0.79702,0.000206251,0.000206251,0.000206251
306,650.133,0.51067,0.57991,0.81243,0.96788,0.99957,0.995,0.93293,0.38659,0.48583,0.79693,0.000204189,0.000204189,0.000204189
307,652.323,0.53556,0.56206,0.80534,0.96788,0.99957,0.995,0.93293,0.38659,0.48583,0.79693,0.000202127,0.000202127,0.000202127
308,654.374,0.48256,0.64376,0.85622,0.97118,1,0.995,0.93293,0.38078,0.49361,0.79678,0.000200066,0.000200066,0.000200066
309,656.486,0.56236,0.57615,0.80543,0.97118,1,0.995,0.93293,0.38078,0.49361,0.79678,0.000198004,0.000198004,0.000198004
310,658.637,0.53666,0.60951,0.78181,0.96916,1,0.995,0.92467,0.37351,0.49799,0.79814,0.000195942,0.000195942,0.000195942
311,660.762,0.50858,0.60667,0.83882,0.96916,1,0.995,0.92467,0.37351,0.49799,0.79814,0.000193881,0.000193881,0.000193881
312,662.806,0.50094,0.60612,0.87183,0.96778,1,0.995,0.92464,0.36086,0.50621,0.79961,0.000191819,0.000191819,0.000191819
313,664.749,0.46336,0.56696,0.84209,0.96778,1,0.995,0.92464,0.36086,0.50621,0.79961,0.000189757,0.000189757,0.000189757
314,666.769,0.44259,0.57687,0.83102,0.96569,1,0.995,0.933,0.34693,0.48227,0.79914,0.000187696,0.000187696,0.000187696
315,668.879,0.58623,0.65321,0.83115,0.96569,1,0.995,0.933,0.34693,0.48227,0.79914,0.000185634,0.000185634,0.000185634
316,671.002,0.45814,0.55678,0.83499,0.96627,1,0.995,0.93303,0.3532,0.48781,0.79898,0.000183572,0.000183572,0.000183572
317,673.063,0.51539,0.6663,0.87703,0.96627,1,0.995,0.93303,0.3532,0.48781,0.79898,0.000181511,0.000181511,0.000181511
318,675.183,0.55699,0.61675,0.82276,0.96632,1,0.995,0.93304,0.35625,0.4961,0.7976,0.000179449,0.000179449,0.000179449
319,677.181,0.45532,0.57392,0.78808,0.96632,1,0.995,0.93304,0.35625,0.4961,0.7976,0.000177387,0.000177387,0.000177387
320,679.273,0.42874,0.55851,0.81095,0.96929,1,0.995,0.93305,0.34679,0.49219,0.79613,0.000175326,0.000175326,0.000175326
321,681.362,0.48103,0.55925,0.83264,0.96929,1,0.995,0.93305,0.34679,0.49219,0.79613,0.000173264,0.000173264,0.000173264
322,683.486,0.43133,0.51996,0.84019,0.97166,1,0.995,0.96199,0.33182,0.47437,0.7966,0.000171202,0.000171202,0.000171202
323,685.552,0.37515,0.63116,0.82603,0.97166,1,0.995,0.96199,0.33182,0.47437,0.7966,0.000169141,0.000169141,0.000169141
324,687.654,0.46678,0.58141,0.8578,0.9727,1,0.995,0.96199,0.31955,0.47453,0.79436,0.000167079,0.000167079,0.000167079
325,689.768,0.52159,0.6426,0.85234,0.9727,1,0.995,0.96199,0.31955,0.47453,0.79436,0.000165017,0.000165017,0.000165017
326,692.006,0.39552,0.60276,0.78379,0.97275,1,0.995,0.96199,0.30833,0.47617,0.79098,0.000162956,0.000162956,0.000162956
327,694.091,0.46572,0.602,0.85273,0.97275,1,0.995,0.96199,0.30833,0.47617,0.79098,0.000160894,0.000160894,0.000160894
328,696.395,0.46201,0.62046,0.81033,0.97263,1,0.995,0.9537,0.30861,0.47251,0.79123,0.000158832,0.000158832,0.000158832
329,698.406,0.45425,0.65057,0.81859,0.97263,1,0.995,0.9537,0.30861,0.47251,0.79123,0.000156771,0.000156771,0.000156771
330,700.482,0.43331,0.56568,0.89281,0.97255,1,0.995,0.96195,0.3249,0.46602,0.79756,0.000154709,0.000154709,0.000154709
331,702.605,0.47636,0.63564,0.8207,0.97255,1,0.995,0.96195,0.3249,0.46602,0.79756,0.000152647,0.000152647,0.000152647
332,704.748,0.49269,0.54003,0.8155,0.9727,1,0.995,0.95369,0.32828,0.47809,0.80408,0.000150586,0.000150586,0.000150586
333,706.793,0.49864,0.59533,0.78529,0.9727,1,0.995,0.95369,0.32828,0.47809,0.80408,0.000148524,0.000148524,0.000148524
334,708.865,0.52394,0.60276,0.79266,0.9725,1,0.995,0.93309,0.33,0.47466,0.80678,0.000146462,0.000146462,0.000146462
335,710.933,0.47415,0.70307,0.86457,0.9725,1,0.995,0.93309,0.33,0.47466,0.80678,0.000144401,0.000144401,0.000144401
336,713.144,0.44469,0.52661,0.83765,0.97335,1,0.995,0.94549,0.31712,0.4655,0.80355,0.000142339,0.000142339,0.000142339
337,715.32,0.51887,0.66918,0.82277,0.97335,1,0.995,0.94549,0.31712,0.4655,0.80355,0.000140277,0.000140277,0.000140277
338,717.448,0.46516,0.80376,0.78503,0.97366,1,0.995,0.97027,0.2951,0.47563,0.79782,0.000138216,0.000138216,0.000138216
339,719.416,0.43585,0.60333,0.84015,0.97366,1,0.995,0.97027,0.2951,0.47563,0.79782,0.000136154,0.000136154,0.000136154
340,721.547,0.43527,0.58363,0.80913,0.97391,1,0.995,0.97026,0.28379,0.48151,0.79416,0.000134092,0.000134092,0.000134092
341,723.569,0.43808,0.67354,0.85667,0.97391,1,0.995,0.97026,0.28379,0.48151,0.79416,0.000132031,0.000132031,0.000132031
342,725.726,0.41709,0.53259,0.83513,0.97451,1,0.995,0.97028,0.28528,0.48308,0.79383,0.000129969,0.000129969,0.000129969
343,727.794,0.48557,0.60559,0.84737,0.97451,1,0.995,0.97028,0.28528,0.48308,0.79383,0.000127907,0.000127907,0.000127907
344,729.881,0.41947,0.56114,0.84686,0.97417,1,0.995,0.97028,0.29129,0.49594,0.79573,0.000125845,0.000125845,0.000125845
345,731.882,0.42345,0.48621,0.85301,0.97417,1,0.995,0.97028,0.29129,0.49594,0.79573,0.000123784,0.000123784,0.000123784
346,734.026,0.41888,0.56296,0.82011,0.9738,1,0.995,0.97028,0.29954,0.48894,0.79747,0.000121722,0.000121722,0.000121722
347,736.111,0.41905,0.60874,0.88262,0.9738,1,0.995,0.97028,0.29954,0.48894,0.79747,0.00011966,0.00011966,0.00011966
348,738.337,0.39792,0.65177,0.86927,0.97249,1,0.995,0.96203,0.31273,0.48093,0.79942,0.000117599,0.000117599,0.000117599
349,740.369,0.52784,0.75879,0.77775,0.97249,1,0.995,0.96203,0.31273,0.48093,0.79942,0.000115537,0.000115537,0.000115537
350,742.428,0.33849,0.61434,0.8776,0.97153,1,0.995,0.95379,0.3249,0.48901,0.79873,0.000113475,0.000113475,0.000113475
351,744.507,0.52372,0.59288,0.85848,0.97153,1,0.995,0.95379,0.3249,0.48901,0.79873,0.000111414,0.000111414,0.000111414
352,746.666,0.49561,0.58501,0.82445,0.97063,1,0.995,0.9455,0.33084,0.51457,0.79617,0.000109352,0.000109352,0.000109352
353,748.808,0.47268,0.61332,0.81775,0.97063,1,0.995,0.9455,0.33084,0.51457,0.79617,0.00010729,0.00010729,0.00010729
354,750.917,0.42773,0.56949,0.81768,0.96944,1,0.995,0.93722,0.33559,0.5151,0.79394,0.000105229,0.000105229,0.000105229
355,752.93,0.43048,0.50476,0.85352,0.96944,1,0.995,0.93722,0.33559,0.5151,0.79394,0.000103167,0.000103167,0.000103167
356,755.127,0.55036,0.60337,0.81727,0.96885,1,0.995,0.93721,0.34419,0.5107,0.79294,0.000101105,0.000101105,0.000101105
357,757.242,0.40813,0.60335,0.83876,0.96885,1,0.995,0.93721,0.34419,0.5107,0.79294,9.90437e-05,9.90437e-05,9.90437e-05
358,759.329,0.47609,0.52812,0.82516,0.96825,1,0.995,0.93724,0.34834,0.50317,0.79284,9.6982e-05,9.6982e-05,9.6982e-05
359,761.424,0.45318,0.56493,0.81663,0.96825,1,0.995,0.93724,0.34834,0.50317,0.79284,9.49203e-05,9.49203e-05,9.49203e-05
360,763.641,0.48255,0.61916,0.87573,0.96906,1,0.995,0.93723,0.35731,0.50213,0.79233,9.28587e-05,9.28587e-05,9.28587e-05
361,765.673,0.48732,0.532,0.87762,0.96906,1,0.995,0.93723,0.35731,0.50213,0.79233,9.0797e-05,9.0797e-05,9.0797e-05
362,767.794,0.42785,0.53598,0.84847,0.97043,1,0.995,0.93727,0.37008,0.50638,0.79205,8.87353e-05,8.87353e-05,8.87353e-05
363,769.937,0.43152,0.53185,0.8302,0.97043,1,0.995,0.93727,0.37008,0.50638,0.79205,8.66736e-05,8.66736e-05,8.66736e-05
364,772.005,0.4985,0.58992,0.91067,0.97015,1,0.995,0.93729,0.36872,0.51228,0.79207,8.4612e-05,8.4612e-05,8.4612e-05
365,774.1,0.44155,0.71166,0.81309,0.97015,1,0.995,0.93729,0.36872,0.51228,0.79207,8.25503e-05,8.25503e-05,8.25503e-05
366,776.298,0.4644,0.53759,0.81287,0.97132,1,0.995,0.92908,0.363,0.50792,0.79027,8.04886e-05,8.04886e-05,8.04886e-05
367,778.438,0.53861,0.6209,0.81599,0.97132,1,0.995,0.92908,0.363,0.50792,0.79027,7.84269e-05,7.84269e-05,7.84269e-05
368,780.59,0.43791,0.54044,0.84975,0.97163,1,0.995,0.93739,0.35343,0.48756,0.78988,7.63653e-05,7.63653e-05,7.63653e-05
369,782.715,0.53117,0.52487,0.80664,0.97163,1,0.995,0.93739,0.35343,0.48756,0.78988,7.43036e-05,7.43036e-05,7.43036e-05
370,784.844,0.46163,0.54722,0.80156,0.97239,1,0.995,0.93741,0.34292,0.47932,0.79032,7.22419e-05,7.22419e-05,7.22419e-05
371,786.896,0.45423,0.62899,0.81124,0.97239,1,0.995,0.93741,0.34292,0.47932,0.79032,7.01802e-05,7.01802e-05,7.01802e-05
372,788.976,0.44794,0.60694,0.83987,0.97262,1,0.995,0.93738,0.33735,0.47586,0.79093,6.81186e-05,6.81186e-05,6.81186e-05
373,791.034,0.4272,0.54451,0.85843,0.97262,1,0.995,0.93738,0.33735,0.47586,0.79093,6.60569e-05,6.60569e-05,6.60569e-05
374,793.209,0.46644,0.55246,0.83927,0.97343,1,0.995,0.94558,0.33422,0.46875,0.7912,6.39952e-05,6.39952e-05,6.39952e-05
375,795.316,0.48655,0.53868,0.87177,0.97343,1,0.995,0.94558,0.33422,0.46875,0.7912,6.19335e-05,6.19335e-05,6.19335e-05
376,797.427,0.41972,0.51934,0.85342,0.97406,1,0.995,0.94558,0.33156,0.46852,0.79193,5.98719e-05,5.98719e-05,5.98719e-05
377,799.549,0.46761,0.62346,0.80892,0.97406,1,0.995,0.94558,0.33156,0.46852,0.79193,5.78102e-05,5.78102e-05,5.78102e-05
