epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
378,801.677,0.45005,0.54004,0.86689,0.97466,1,0.995,0.94561,0.33035,0.46769,0.79219,5.57485e-05,5.57485e-05,5.57485e-05
379,803.79,0.53888,0.64561,0.89972,0.97466,1,0.995,0.94561,0.33035,0.46769,0.79219,5.36869e-05,5.36869e-05,5.36869e-05
380,805.855,0.4694,0.55891,0.82705,0.97427,1,0.995,0.94559,0.33222,0.4624,0.79246,5.16252e-05,5.16252e-05,5.16252e-05
381,807.999,0.44202,0.56464,0.77832,0.97427,1,0.995,0.94559,0.33222,0.4624,0.79246,4.95635e-05,4.95635e-05,4.95635e-05
382,810.094,0.41395,0.49136,0.87089,0.97399,1,0.995,0.9456,0.33733,0.47109,0.79119,4.75018e-05,4.75018e-05,4.75018e-05
383,812.259,0.39918,0.51271,0.80776,0.97399,1,0.995,0.9456,0.33733,0.47109,0.79119,4.54402e-05,4.54402e-05,4.54402e-05
384,814.372,0.42959,0.55187,0.83587,0.97387,1,0.995,0.95391,0.34112,0.48054,0.79062,4.33785e-05,4.33785e-05,4.33785e-05
385,816.452,0.4598,0.56803,0.81953,0.97387,1,0.995,0.95391,0.34112,0.48054,0.79062,4.13168e-05,4.13168e-05,4.13168e-05
386,818.566,0.41067,0.50881,0.85792,0.97427,1,0.995,0.94563,0.34964,0.48638,0.79063,3.92551e-05,3.92551e-05,3.92551e-05
387,820.678,0.45276,0.54123,0.81766,0.97427,1,0.995,0.94563,0.34964,0.48638,0.79063,3.71935e-05,3.71935e-05,3.71935e-05
388,822.903,0.39876,0.482,0.84084,0.97373,1,0.995,0.94565,0.35692,0.4855,0.79168,3.51318e-05,3.51318e-05,3.51318e-05
389,825.035,0.40778,0.62246,0.85029,0.97373,1,0.995,0.94565,0.35692,0.4855,0.79168,3.30701e-05,3.30701e-05,3.30701e-05
390,827.234,0.42167,0.54397,0.7809,0.97385,1,0.995,0.94564,0.35923,0.49171,0.79228,3.10084e-05,3.10084e-05,3.10084e-05
391,829.331,0.39172,0.50077,0.77687,0.97385,1,0.995,0.94564,0.35923,0.49171,0.79228,2.89468e-05,2.89468e-05,2.89468e-05
392,831.464,0.37827,0.51509,0.83867,0.9748,1,0.995,0.94564,0.35724,0.49329,0.79232,2.68851e-05,2.68851e-05,2.68851e-05
393,833.55,0.38511,0.52342,0.89044,0.9748,1,0.995,0.94564,0.35724,0.49329,0.79232,2.48234e-05,2.48234e-05,2.48234e-05
394,835.653,0.40295,0.551,0.82686,0.97458,1,0.995,0.94563,0.35513,0.49169,0.7915,2.27617e-05,2.27617e-05,2.27617e-05
395,837.687,0.37566,0.59036,0.79524,0.97458,1,0.995,0.94563,0.35513,0.49169,0.7915,2.07001e-05,2.07001e-05,2.07001e-05
396,839.717,0.31971,0.49895,0.82538,0.97441,1,0.995,0.92906,0.35146,0.48992,0.79121,1.86384e-05,1.86384e-05,1.86384e-05
397,841.768,0.43984,0.48798,0.836,0.97441,1,0.995,0.92906,0.35146,0.48992,0.79121,1.65767e-05,1.65767e-05,1.65767e-05
398,843.84,0.42104,0.57587,0.807,0.97428,1,0.995,0.92067,0.34517,0.48822,0.79121,1.4515e-05,1.4515e-05,1.4515e-05
399,845.852,0.38699,0.51351,0.85887,0.97428,1,0.995,0.92067,0.34517,0.48822,0.79121,1.24534e-05,1.24534e-05,1.24534e-05
400,847.969,0.40586,0.51826,0.83138,0.97418,1,0.995,0.92067,0.34119,0.48885,0.79156,1.03917e-05,1.03917e-05,1.03917e-05
